Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,year,month,week,quarter,day_of_week,sales_lag_1,sales_lag_4,sales_lag_52,rolling_mean_4,rolling_mean_12
20,2011-09-23,1888119.7,0,62.15,3.711,209.4986126,7.274,2011,9,38,3,4,1235775.15,504856.97,1923223.82,1218125.8324999998,1083855.4416666667
19,2011-09-23,1300375.76,0,61.32,3.899,136.367,7.806,2011,9,38,3,4,1888119.7,895535.31,1864637.89,1319335.9449999998,1125016.3975
33,2011-09-30,229731.98,0,89.1,3.877,129.6060667,8.442,2011,9,39,3,4,1300375.76,853073.17,545052.34,1163500.6475,1101932.0808333333
32,2011-09-30,1088943.98,0,65.04,3.538,194.8779718,8.622,2011,9,39,3,4,229731.98,1235775.15,539081.09,1126792.855,1052184.8683333334
29,2011-09-30,446516.26,0,69.78,3.684,136.4195,9.863,2011,9,39,3,4,1088943.98,1888119.7,1051116.95,766391.9949999999,1058957.145
30,2011-09-30,387001.13,0,78.91,3.355,216.3620333,7.852,2011,9,39,3,4,446516.26,1300375.76,845715.37,538048.3374999999,937254.6591666667
34,2011-09-30,871847.85,0,69.44,3.371,129.6060667,10.641,2011,9,39,3,4,387001.13,229731.98,1365633.53,698577.3049999999,853945.6766666666
28,2011-09-30,1120731.76,0,83.26,3.877,129.6060667,13.503,2011,9,39,3,4,871847.85,1088943.98,1650894.3,706524.2499999999,901875.7516666666
27,2011-09-30,1599626.26,0,70.92,3.858,140.381,7.85,2011,9,39,3,4,1120731.76,446516.26,1197019.39,994801.7499999998,993106.5258333334
31,2011-09-30,1285534.74,0,78.91,3.355,216.3620333,7.852,2011,9,39,3,4,1599626.26,387001.13,528486.45,1219435.1524999999,1025606.4783333334
35,2011-09-30,749676.95,0,70.92,3.645,140.381,8.684,2011,9,39,3,4,1285534.74,871847.85,714106.42,1188892.4275,1016990.1266666666
39,2011-09-30,1311775.83,0,81.51,3.355,215.4532259,8.177,2011,9,39,3,4,749676.95,1120731.76,586108.13,1236653.4449999998,1023323.5166666666
37,2011-09-30,516402.1,0,81.52,3.355,215.4532259,8.177,2011,9,39,3,4,1311775.83,1599626.26,1380020.27,965847.4049999999,909013.7166666668
38,2011-09-30,366819.84,0,83.26,3.877,129.6060667,13.503,2011,9,39,3,4,516402.1,1285534.74,620885.93,736168.6799999999,831217.39
40,2011-09-30,912857.1,0,63.45,3.684,136.4195,4.584,2011,9,39,3,4,366819.84,749676.95,923644.6,776963.7174999998,888144.4833333334
41,2011-09-30,1160619.61,0,61.77,3.538,194.8779718,6.901,2011,9,39,3,4,912857.1,1311775.83,1606208.68,739174.6624999999,894117.4525
42,2011-09-30,510243.79,0,82.27,3.877,129.6060667,8.257,2011,9,39,3,4,1160619.61,516402.1,1109105.92,737635.0849999998,899428.0800000001
26,2011-09-30,959339.51,0,59.42,3.684,136.4195,7.767,2011,9,39,3,4,510243.79,366819.84,475696.37,885765.0025,947122.945
43,2011-09-30,555183.72,0,78.97,3.355,208.4757143,10.641,2011,9,39,3,4,959339.51,912857.1,391837.56,796346.6575,920734.2675000001
44,2011-09-30,299757.75,0,68.28,3.623,129.6060667,6.56,2011,9,39,3,4,555183.72,1160619.61,1347607.74,581131.1924999999,852319.7666666666
45,2011-09-30,698986.34,0,70.66,3.645,187.2566641,8.625,2011,9,39,3,4,299757.75,510243.79,1116140.29,628316.8299999998,777266.4400000001
36,2011-09-30,314910.37,0,81.52,3.328,215.4532259,8.177,2011,9,39,3,4,698986.34,959339.51,1232376.49,467209.54499999987,696381.0758333333
25,2011-09-30,639160.24,0,60.7,3.645,209.807836,7.274,2011,9,39,3,4,314910.37,555183.72,234793.12,488203.6749999999,687171.35
15,2011-09-30,521297.31,0,64.87,3.858,136.4195,7.806,2011,9,39,3,4,639160.24,299757.75,705802.45,543588.5649999998,621298.14
23,2011-09-30,1275597.85,0,64.76,3.684,136.4195,4.584,2011,9,39,3,4,521297.31,698986.34,322405.13,687741.4424999999,684564.4525
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,2011,9,39,3,4,1275597.85,314910.37,516556.94,957654.3074999999,770209.6183333333
2,2011-09-30,1650394.44,0,78.14,3.355,216.3620333,7.852,2011,9,39,3,4,1394561.83,639160.24,394665.28,1210462.8575,831671.0633333334
3,2011-09-30,368477.93,0,82.58,3.355,220.085696,7.567,2011,9,39,3,4,1650394.44,521297.31,1338657.95,1172258.0125,765659.2566666667
5,2011-09-30,292315.38,0,81.16,3.355,217.2760127,6.529,2011,9,39,3,4,368477.93,1275597.85,876583.98,926437.3949999998,747498.5558333333
6,2011-09-30,1307551.92,0,82.51,3.355,218.2579435,6.925,2011,9,39,3,4,292315.38,1394561.83,1173059.79,904684.9174999997,776516.2566666667
7,2011-09-30,488880.26,0,47.34,3.538,194.8779718,8.622,2011,9,39,3,4,1307551.92,1650394.44,307409.13,614306.3724999998,770990.9683333333
8,2011-09-30,809049.37,0,72.2,3.355,220.1329176,6.425,2011,9,39,3,4,488880.26,368477.93,902852.73,724449.2324999999,813431.9366666666
9,2011-09-30,508567.04,0,78.45,3.355,220.3195004,6.404,2011,9,39,3,4,809049.37,292315.38,1289082.81,778512.1475,797563.6616666666
10,2011-09-30,1627707.31,0,82.27,3.877,129.6060667,8.257,2011,9,39,3,4,508567.04,1307551.92,871692.74,858550.9949999999,906963.4066666667
24,2011-09-30,1246242.61,0,68.0,3.858,136.4195,8.358,2011,9,39,3,4,1627707.31,488880.26,681913.29,1047891.5825,957553.6041666666
11,2011-09-30,1190515.83,0,84.4,3.355,220.085696,7.567,2011,9,39,3,4,1246242.61,809049.37,899834.75,1143258.1975,1013321.8141666666
13,2011-09-30,1835662.69,0,68.28,3.623,129.6060667,6.877,2011,9,39,3,4,1190515.83,508567.04,1669299.78,1475032.1099999999,1059993.8841666665
14,2011-09-30,1809989.29,0,70.66,3.645,187.2566641,8.625,2011,9,39,3,4,1835662.69,1627707.31,2031406.41,1520602.6049999997,1094612.8391666666
16,2011-09-30,450075.31,0,57.61,3.538,194.8779718,6.338,2011,9,39,3,4,1809989.29,1246242.61,291024.98,1321560.78,994586.245
17,2011-09-30,868191.05,0,61.4,3.623,129.6060667,6.745,2011,9,39,3,4,450075.31,1190515.83,1336044.75,1240979.585,1036229.005
18,2011-09-30,847348.08,0,69.01,3.684,136.4195,8.89,2011,9,39,3,4,868191.05,1835662.69,536144.81,993900.9324999999,1082481.73
19,2011-09-30,1330757.22,0,64.99,3.858,136.4195,7.806,2011,9,39,3,4,847348.08,1809989.29,806444.29,874092.9149999998,1084415.5050000001
20,2011-09-30,1945808.26,0,63.44,3.645,209.807836,7.274,2011,9,39,3,4,1330757.22,450075.31,506743.78,1248026.1524999999,1205826.1716666666
21,2011-09-30,651970.48,0,78.91,3.355,216.3620333,7.852,2011,9,39,3,4,1945808.26,868191.05,1685910.53,1193971.0099999998,1192736.264166667
22,2011-09-30,953314.16,0,69.78,3.684,140.381,8.023,2011,9,39,3,4,651970.48,847348.08,365248.94,1220462.5299999998,1229798.5241666667
12,2011-09-30,866401.45,0,83.26,3.877,129.6060667,13.503,2011,9,39,3,4,953314.16,1330757.22,1847430.96,1104373.5875,1166356.3691666666
4,2011-09-30,1929486.63,0,72.15,3.371,129.6060667,5.644,2011,9,39,3,4,866401.45,1945808.26,1871555.64,1100293.18,1223293.3708333333
44,2011-10-07,312577.36,0,60.62,3.592,129.6938,6.078,2011,10,40,4,4,1929486.63,651970.48,545570.86,1015444.8999999998,1150131.8316666668
24,2011-10-07,1405914.39,0,53.87,3.775,136.472,8.454,2011,10,40,4,4,312577.36,953314.16,504856.97,1128594.9575,1114319.4733333334
28,2011-10-07,1557314.58,0,70.44,3.827,129.6938,12.89,2011,10,40,4,4,1405914.39,866401.45,895535.31,1301323.2399999998,1093263.2474999998
29,2011-10-07,514993.0,0,56.44,3.633,136.472,9.357,2011,10,40,4,4,1557314.58,1929486.63,853073.17,947699.8324999999,1098673.055
30,2011-10-07,417528.26,0,71.64,3.285,216.6958311,7.441,2011,10,40,4,4,514993.0,312577.36,1235775.15,973937.5574999999,1061117.8225
31,2011-10-07,1427383.24,0,71.64,3.285,216.6958311,7.441,2011,10,40,4,4,417528.26,1405914.39,1888119.7,979304.7699999999,1109454.0858333334
32,2011-10-07,1149448.02,0,62.62,3.498,194.9459724,8.513,2011,10,40,4,4,1427383.24,1557314.58,1300375.76,877338.1299999999,1094344.9858333333
33,2011-10-07,262159.13,0,81.16,3.827,129.6938,8.01,2011,10,40,4,4,1149448.02,514993.0,229731.98,814129.6624999999,954040.8916666666
34,2011-10-07,954069.45,0,60.42,3.299,129.6938,10.148,2011,10,40,4,4,262159.13,417528.26,1088943.98,948264.96,979215.8058333333
35,2011-10-07,791637.53,0,56.91,3.583,140.43475,8.745,2011,10,40,4,4,954069.45,1427383.24,446516.26,789328.5324999999,965742.7533333333
27,2011-10-07,1672339.27,0,56.91,3.775,140.43475,7.906,2011,10,40,4,4,791637.53,1149448.02,387001.13,920051.3449999999,1032904.2383333333
36,2011-10-07,346137.87,0,71.2,3.262,215.7831333,7.716,2011,10,40,4,4,1672339.27,262159.13,871847.85,941046.0299999999,900958.5083333334
38,2011-10-07,449516.29,0,70.44,3.827,129.6938,12.89,2011,10,40,4,4,346137.87,954069.45,1120731.76,814907.7399999999,912370.0858333333
39,2011-10-07,1443884.39,0,71.68,3.285,215.7831333,7.716,2011,10,40,4,4,449516.29,791637.53,1599626.26,977969.4549999998,915534.2525000001
40,2011-10-07,1070389.98,0,50.21,3.633,136.472,4.42,2011,10,40,4,4,1443884.39,1672339.27,1285534.74,827482.1324999998,874957.2025
41,2011-10-07,1277882.77,0,58.74,3.498,194.9459724,6.759,2011,10,40,4,4,1070389.98,346137.87,749676.95,1060418.3575,938531.35
42,2011-10-07,649111.23,0,75.01,3.827,129.6938,7.874,2011,10,40,4,4,1277882.77,449516.29,1311775.83,1110317.0924999998,957829.9308333332
43,2011-10-07,642828.62,0,74.17,3.285,208.7872143,10.148,2011,10,40,4,4,649111.23,1443884.39,516402.1,910053.1499999999,892450.3791666668
45,2011-10-07,753447.05,0,55.82,3.583,187.4837962,8.523,2011,10,40,4,4,642828.62,1070389.98,366819.84,830817.4174999999,859450.2983333333
3,2011-10-07,403342.4,0,75.54,3.285,220.4299007,7.197,2011,10,40,4,4,753447.05,1277882.77,912857.1,612182.325,871215.5708333333
37,2011-10-07,522816.85,0,71.2,3.285,215.7831333,7.716,2011,10,40,4,4,403342.4,649111.23,1160619.61,580608.7299999999,835277.8541666666
2,2011-10-07,1837553.43,0,69.92,3.285,216.6958311,7.441,2011,10,40,4,4,522816.85,642828.62,510243.79,879289.9324999999,922437.5125000001
26,2011-10-07,1130022.99,0,46.84,3.633,136.472,7.598,2011,10,40,4,4,1837553.43,753447.05,959339.51,973433.9175,877244.4891666668
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,2011,10,40,4,4,1130022.99,403342.4,555183.72,1280345.8049999997,984315.4958333332
6,2011-10-07,1481739.2,0,74.1,3.285,218.59704,6.551,2011,10,40,4,4,1630989.95,522816.85,299757.75,1520076.3924999998,1070334.0716666665
7,2011-10-07,525866.36,0,40.65,3.498,194.9459724,8.513,2011,10,40,4,4,1481739.2,1837553.43,698986.34,1192154.6249999998,993832.5691666667
8,2011-10-07,929976.55,0,67.61,3.285,220.4772543,6.123,2011,10,40,4,4,525866.36,1130022.99,314910.37,1142143.015,982131.4500000001
9,2011-10-07,553836.98,0,72.62,3.285,220.6643585,6.054,2011,10,40,4,4,929976.55,1630989.95,639160.24,872854.7724999998,921794.3008333333
10,2011-10-07,1788227.6,0,75.01,3.827,129.6938,7.874,2011,10,40,4,4,553836.98,1481739.2,521297.31,949476.8724999998,1016720.6649999999
11,2011-10-07,1346271.06,0,76.97,3.285,220.4299007,7.197,2011,10,40,4,4,1788227.6,525866.36,1275597.85,1154578.0474999999,1075340.8683333334
12,2011-10-07,951244.66,0,70.44,3.827,129.6938,12.89,2011,10,40,4,4,1346271.06,929976.55,1394561.83,1159895.075,1091824.0025
13,2011-10-07,2067232.56,0,60.62,3.592,129.6938,6.392,2011,10,40,4,4,951244.66,553836.98,1650394.44,1538243.9699999997,1230481.5158333334
25,2011-10-07,671522.87,0,50.82,3.583,210.1170595,7.082,2011,10,40,4,4,2067232.56,1788227.6,368477.93,1259067.7874999999,1242873.6841666666
14,2011-10-07,2078796.76,0,55.82,3.583,187.4837962,8.523,2011,10,40,4,4,671522.87,1346271.06,292315.38,1442199.2125,1262977.295
16,2011-10-07,482926.93,0,48.91,3.498,194.9459724,6.232,2011,10,40,4,4,2078796.76,951244.66,1307551.92,1325119.7799999998,1209052.6233333333
17,2011-10-07,918006.9,0,54.4,3.592,129.6938,6.617,2011,10,40,4,4,482926.93,2067232.56,488880.26,1037813.3649999998,1149637.3691666666
18,2011-10-07,1019741.1,0,54.65,3.633,136.472,8.471,2011,10,40,4,4,918006.9,671522.87,809049.37,1124867.9224999996,1111137.5275
19,2011-10-07,1461718.87,0,53.1,3.775,136.472,7.866,2011,10,40,4,4,1019741.1,2078796.76,508567.04,970598.4499999998,1189125.2366666666
20,2011-10-07,2135982.79,0,52.42,3.583,210.1170595,7.082,2011,10,40,4,4,1461718.87,482926.93,1627707.31,1383862.4149999998,1289625.7566666668
21,2011-10-07,663452.46,0,71.64,3.285,216.6958311,7.441,2011,10,40,4,4,2135982.79,918006.9,1246242.61,1320223.805,1298760.3800000001
22,2011-10-07,993436.67,0,56.44,3.633,140.43475,7.706,2011,10,40,4,4,663452.46,1019741.1,1190515.83,1313647.6974999998,1232527.8025
23,2011-10-07,1463501.99,0,49.0,3.633,136.472,4.42,2011,10,40,4,4,993436.67,1461718.87,1835662.69,1314093.4774999998,1242297.0466666666
15,2011-10-07,579068.88,0,51.24,3.775,136.472,7.866,2011,10,40,4,4,1463501.99,2135982.79,1809989.29,924864.9999999998,1211282.3983333334
5,2011-10-07,309111.47,0,71.64,3.285,217.6123648,6.3,2011,10,40,4,4,579068.88,663452.46,450075.31,836279.7524999998,1064772.3074999999
4,2011-10-07,2166737.65,0,65.79,3.299,129.6938,5.143,2011,10,40,4,4,309111.47,993436.67,868191.05,1129604.9974999998,1189373.5391666668
41,2011-10-14,1247130.22,0,47.43,3.491,195.0261012,6.759,2011,10,41,4,4,2166737.65,1463501.99,847348.08,1075512.0549999997,1120067.9941666669
18,2011-10-14,953533.95,0,60.26,3.583,136.5150968,8.471,2011,10,41,4,4,1247130.22,579068.88,1330757.22,1169128.3224999998,1159285.2458333333
17,2011-10-14,884042.63,0,47.69,3.567,129.7706452,6.617,2011,10,41,4,4,953533.95,309111.47,1945808.26,1312861.1124999998,1156454.8900000001
16,2011-10-14,498241.06,0,39.97,3.491,195.0261012,6.232,2011,10,41,4,4,884042.63,2166737.65,651970.48,895736.9649999997,1112996.5533333335
15,2011-10-14,537300.94,0,61.3,3.744,136.5150968,7.866,2011,10,41,4,4,498241.06,1247130.22,953314.16,718279.6449999997,1035961.7258333334
14,2011-10-14,1890870.75,0,63.82,3.541,187.6917481,8.523,2011,10,41,4,4,537300.94,953533.95,866401.45,952613.8449999997,1015535.7225000001
13,2011-10-14,1929659.07,0,51.74,3.567,129.7706452,6.392,2011,10,41,4,4,1890870.75,884042.63,1929486.63,1214017.9549999998,1121052.94
12,2011-10-14,927600.01,0,67.31,3.805,129.7706452,12.89,2011,10,41,4,4,1929659.07,498241.06,312577.36,1321357.6924999997,1115566.5516666668
11,2011-10-14,1286388.96,0,75.56,3.274,220.7486167,7.197,2011,10,41,4,4,927600.01,537300.94,1405914.39,1508629.6974999998,1100807.1325
19,2011-10-14,1318905.53,0,61.86,3.744,136.5150968,7.866,2011,10,41,4,4,1286388.96,1890870.75,1557314.58,1365638.3924999998,1162460.1866666665
10,2011-10-14,1704753.02,0,70.27,3.698,129.7706452,7.874,2011,10,41,4,4,1318905.53,1929659.07,514993.0,1309411.8799999997,1278763.6491666667
8,2011-10-14,863188.26,0,61.74,3.274,220.7960935,6.123,2011,10,41,4,4,1704753.02,927600.01,417528.26,1293308.9425,1170134.5333333334
7,2011-10-14,501959.19,0,32.65,3.491,195.0261012,8.513,2011,10,41,4,4,863188.26,1286388.96,1427383.24,1097201.4999999998,1108036.9475
6,2011-10-14,1386520.99,0,71.24,3.274,218.9109844,6.551,2011,10,41,4,4,501959.19,1318905.53,1149448.02,1114105.3649999998,1144119.2008333334
5,2011-10-14,286117.72,0,72.36,3.274,217.9237458,6.3,2011,10,41,4,4,1386520.99,1704753.02,262159.13,759446.5399999998,1094292.125
4,2011-10-14,2074548.85,0,63.75,3.283,129.7706452,5.143,2011,10,41,4,4,286117.72,863188.26,954069.45,1062286.6874999998,1225651.1075000002
3,2011-10-14,368282.57,0,73.75,3.274,220.7486167,7.197,2011,10,41,4,4,2074548.85,501959.19,791637.53,1028867.5324999997,1211566.2433333334
2,2011-10-14,1743882.19,0,71.67,3.274,217.0048261,7.441,2011,10,41,4,4,368282.57,1386520.99,1672339.27,1118207.8324999998,1199317.1966666668
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,2011,10,41,4,4,1743882.19,286117.72,346137.87,1420059.8849999998,1162972.7683333333
9,2011-10-14,529515.66,0,67.27,3.274,220.9836849,6.054,2011,10,41,4,4,1493525.93,2074548.85,449516.29,1033801.5874999998,1129799.0725
42,2011-10-14,613531.11,0,70.27,3.698,129.7706452,7.874,2011,10,41,4,4,529515.66,368282.57,1443884.39,1095113.7224999997,1073727.585
20,2011-10-14,2010107.68,0,62.54,3.541,210.4027602,7.082,2011,10,41,4,4,613531.11,1743882.19,1070389.98,1161670.0949999997,1131327.7641666667
22,2011-10-14,944337.32,0,62.63,3.583,140.4784194,7.706,2011,10,41,4,4,2010107.68,1493525.93,1277882.77,1024372.9424999998,1067959.7891666666
40,2011-10-14,936751.68,0,53.9,3.583,136.5150968,4.42,2011,10,41,4,4,944337.32,529515.66,649111.23,1126181.9474999998,1074090.0741666665
39,2011-10-14,1384721.84,0,73.79,3.274,216.0885258,7.716,2011,10,41,4,4,936751.68,613531.11,642828.62,1318979.63,1147653.6283333332
38,2011-10-14,400430.78,0,67.31,3.805,129.7706452,12.89,2011,10,41,4,4,1384721.84,2010107.68,753447.05,916560.4049999998,1065479.4441666666
37,2011-10-14,513636.01,0,74.16,3.274,216.0885258,7.716,2011,10,41,4,4,400430.78,944337.32,403342.4,808885.0774999998,1084439.3016666665
36,2011-10-14,342076.99,0,74.16,3.234,216.0885258,7.716,2011,10,41,4,4,513636.01,936751.68,522816.85,660216.4049999998,940066.6466666666
35,2011-10-14,772859.25,0,64.78,3.541,140.4784194,8.745,2011,10,41,4,4,342076.99,1384721.84,1837553.43,507250.7574999998,973781.37
34,2011-10-14,911788.79,0,54.72,3.283,129.7706452,10.148,2011,10,41,4,4,772859.25,400430.78,1130022.99,635090.2599999998,904440.2533333333
33,2011-10-14,272487.33,0,76.49,3.698,129.7706452,8.01,2011,10,41,4,4,911788.79,513636.01,1630989.95,574803.0899999997,802687.0366666666
45,2011-10-14,720946.99,0,63.82,3.541,187.6917481,8.523,2011,10,41,4,4,272487.33,342076.99,1481739.2,669520.5899999999,818639.6475
32,2011-10-14,1175420.26,0,50.15,3.491,195.0261012,8.513,2011,10,41,4,4,720946.99,772859.25,525866.36,770160.8424999998,865463.7433333333
30,2011-10-14,410711.99,0,69.79,3.274,217.0048261,7.441,2011,10,41,4,4,1175420.26,911788.79,929976.55,644891.6424999998,732180.7691666667
29,2011-10-14,475776.45,0,62.63,3.583,136.5150968,9.357,2011,10,41,4,4,410711.99,272487.33,553836.98,695713.9224999998,693134.03
28,2011-10-14,1220984.94,0,67.31,3.805,129.7706452,12.89,2011,10,41,4,4,475776.45,720946.99,1788227.6,820723.4099999997,716820.1349999999
27,2011-10-14,1682652.51,0,64.78,3.744,140.4784194,7.906,2011,10,41,4,4,1220984.94,1175420.26,1346271.06,947531.4724999998,741647.6908333333
26,2011-10-14,987886.08,0,53.91,3.583,136.5150968,7.598,2011,10,41,4,4,1682652.51,410711.99,951244.66,1091824.9949999996,790602.2991666667
25,2011-10-14,646915.47,0,58.95,3.541,210.4027602,7.082,2011,10,41,4,4,987886.08,475776.45,2067232.56,1134609.7499999998,801708.9208333333
24,2011-10-14,1333315.03,0,60.21,3.744,136.5150968,8.454,2011,10,41,4,4,646915.47,1220984.94,671522.87,1162692.2725,884312.0908333333
23,2011-10-14,1257778.34,0,56.79,3.583,136.5150968,4.42,2011,10,41,4,4,1333315.03,1682652.51,2078796.76,1056473.7299999997,924722.0150000001
31,2011-10-14,1378340.18,0,69.79,3.274,217.0048261,7.441,2011,10,41,4,4,1257778.34,987886.08,482926.93,1154087.255,963601.2975
43,2011-10-14,590984.56,0,68.09,3.274,209.0752166,10.148,2011,10,41,4,4,1378340.18,646915.47,918006.9,1140104.5274999999,990142.7333333334
21,2011-10-14,671379.44,0,69.79,3.274,217.0048261,7.441,2011,10,41,4,4,590984.56,1333315.03,1019741.1,974620.6299999998,986012.1041666666
44,2011-10-14,293031.78,0,51.74,3.567,129.7706452,6.078,2011,10,41,4,4,671379.44,1257778.34,1461718.87,733433.9899999998,912479.7308333333
27,2011-10-21,1689591.44,0,59.62,3.757,140.4616048,7.906,2011,10,42,4,4,293031.78,1378340.18,2135982.79,811246.8049999997,1019053.0183333332
28,2011-10-21,1203172.05,0,73.05,3.842,129.7821613,12.89,2011,10,42,4,4,1689591.44,590984.56,663452.46,964293.6774999998,1079669.3183333334
29,2011-10-21,505068.22,0,59.3,3.618,136.5017742,9.357,2011,10,42,4,4,1203172.05,671379.44,993436.67,922715.8724999998,1020009.5916666668
30,2011-10-21,428958.53,0,65.16,3.353,217.1650042,7.441,2011,10,42,4,4,505068.22,293031.78,1463501.99,956697.5599999997,915535.0933333333
31,2011-10-21,1409310.4,0,65.16,3.353,217.1650042,7.441,2011,10,42,4,4,428958.53,1689591.44,579068.88,886627.2999999997,950653.7866666667
32,2011-10-21,1151258.74,0,48.87,3.548,195.1789994,8.513,2011,10,42,4,4,1409310.4,1203172.05,309111.47,873648.9724999997,992682.3925000001
33,2011-10-21,233543.08,0,81.74,3.842,129.7821613,8.01,2011,10,42,4,4,1151258.74,505068.22,2166737.65,805767.6874999998,901034.73
34,2011-10-21,953693.23,0,58.93,3.361,129.7821613,10.148,2011,10,42,4,4,233543.08,428958.53,1247130.22,936951.3624999997,875694.3041666666
35,2011-10-21,811328.4,0,59.62,3.57,140.4616048,8.745,2011,10,42,4,4,953693.23,1409310.4,953533.95,787455.8624999998,828443.3224999999
36,2011-10-21,328633.34,0,67.89,3.308,216.2468287,7.716,2011,10,42,4,4,811328.4,1151258.74,884042.63,581799.5124999997,806580.7208333332
37,2011-10-21,522784.33,0,67.89,3.353,216.2468287,7.716,2011,10,42,4,4,328633.34,233543.08,498241.06,654109.8249999997,794197.7949999999
38,2011-10-21,402709.17,0,73.05,3.842,129.7821613,12.89,2011,10,42,4,4,522784.33,953693.23,537300.94,516363.80999999976,803337.5775
39,2011-10-21,1465283.29,0,67.65,3.353,216.2468287,7.716,2011,10,42,4,4,402709.17,811328.4,1890870.75,679852.5324999997,784645.2316666666
40,2011-10-21,942319.65,0,51.61,3.618,136.5017742,4.42,2011,10,42,4,4,1465283.29,328633.34,1929659.07,833274.1099999999,762907.5316666667
41,2011-10-21,1214944.29,0,45.62,3.548,195.1789994,6.759,2011,10,42,4,4,942319.65,522784.33,927600.01,1006314.0999999999,822063.8708333332
42,2011-10-21,537276.41,0,77.91,3.842,129.7821613,7.874,2011,10,42,4,4,1214944.29,402709.17,1286388.96,1039955.9099999999,831090.3608333333
43,2011-10-21,594625.96,0,70.3,3.353,209.2222327,10.148,2011,10,42,4,4,537276.41,1465283.29,1318905.53,822291.5774999999,763199.9908333332
44,2011-10-21,305969.81,0,54.66,3.579,129.7821613,6.078,2011,10,42,4,4,594625.96,942319.65,1704753.02,663204.1174999998,692759.2466666667
45,2011-10-21,771686.4,0,59.6,3.57,187.7846197,8.523,2011,10,42,4,4,305969.81,1214944.29,863188.26,552389.6449999998,737604.5233333334
26,2011-10-21,974907.28,0,45.23,3.618,136.5017742,7.598,2011,10,42,4,4,771686.4,537276.41,501959.19,661797.3624999998,739372.3608333333
25,2011-10-21,690675.5,0,50.22,3.57,210.5473252,7.082,2011,10,42,4,4,974907.28,594625.96,1386520.99,685809.7474999998,729317.9525
24,2011-10-21,1283563.43,0,56.6,3.757,136.5017742,8.454,2011,10,42,4,4,690675.5,305969.81,286117.72,930208.1524999997,808895.46
23,2011-10-21,1441032.59,0,52.12,3.618,136.5017742,4.42,2011,10,42,4,4,1283563.43,771686.4,2074548.85,1097544.6999999997,885416.1483333334
3,2011-10-21,394976.36,0,69.03,3.353,220.9144005,7.197,2011,10,42,4,4,1441032.59,974907.28,368282.57,952561.9699999997,884771.7475
4,2011-10-21,2207742.13,0,64.79,3.361,129.7821613,5.143,2011,10,42,4,4,394976.36,690675.5,1743882.19,1331828.6274999997,946643.3174999999
5,2011-10-21,306069.18,0,66.9,3.353,218.0852999,6.3,2011,10,42,4,4,2207742.13,1283563.43,1493525.93,1087455.0649999997,893622.445
6,2011-10-21,1417922.37,0,68.53,3.353,219.0740167,6.551,2011,10,42,4,4,306069.18,1441032.59,529515.66,1081677.5099999998,910537.285
7,2011-10-21,558691.43,0,37.49,3.548,195.1789994,8.513,2011,10,42,4,4,1417922.37,394976.36,613531.11,1122606.2774999999,912321.87
8,2011-10-21,905984.49,0,59.97,3.353,220.9619484,6.123,2011,10,42,4,4,558691.43,2207742.13,2010107.68,797166.8674999998,938268.4141666667
9,2011-10-21,557075.21,0,65.46,3.353,221.1498206,6.054,2011,10,42,4,4,905984.49,306069.18,944337.32,859918.3749999998,959193.8641666668
10,2011-10-21,1745928.56,0,77.91,3.842,129.7821613,7.874,2011,10,42,4,4,557075.21,1417922.37,936751.68,941919.9224999999,1040380.7108333334
11,2011-10-21,1325107.53,0,70.91,3.353,220.9144005,7.197,2011,10,42,4,4,1745928.56,558691.43,1384721.84,1133523.9474999998,1069564.0650000002
2,2011-10-21,1834680.25,0,64.53,3.353,217.1650042,7.441,2011,10,42,4,4,1325107.53,905984.49,400430.78,1365697.8874999997,1164897.7941666667
12,2011-10-21,938604.58,0,73.05,3.842,129.7821613,12.89,2011,10,42,4,4,1834680.25,557075.21,513636.01,1461080.2299999997,1136151.2233333334
14,2011-10-21,2009004.59,0,59.6,3.57,187.7846197,8.523,2011,10,42,4,4,938604.58,1745928.56,342076.99,1526849.2374999998,1183482.2233333334
15,2011-10-21,603318.89,0,51.67,3.757,136.5017742,7.866,2011,10,42,4,4,2009004.59,1325107.53,772859.25,1346402.0774999997,1200844.1008333333
16,2011-10-21,560104.16,0,46.99,3.548,195.1789994,6.232,2011,10,42,4,4,603318.89,1834680.25,911788.79,1027758.0549999997,1063540.9366666668
17,2011-10-21,877380.22,0,47.27,3.579,129.7821613,6.617,2011,10,42,4,4,560104.16,938604.58,272487.33,1012451.9649999999,1111150.19
18,2011-10-21,1048212.62,0,55.83,3.618,136.5017742,8.471,2011,10,42,4,4,877380.22,2009004.59,720946.99,772253.9724999998,1080341.0441666667
19,2011-10-21,1374863.1,0,52.05,3.757,136.5017742,7.866,2011,10,42,4,4,1048212.62,603318.89,1175420.26,965140.0249999998,1148355.35
20,2011-10-21,2104241.9,0,53.69,3.57,210.5473252,7.082,2011,10,42,4,4,1374863.1,560104.16,410711.99,1351174.46,1248210.1341666668
21,2011-10-21,729036.06,0,65.16,3.353,217.1650042,7.441,2011,10,42,4,4,2104241.9,877380.22,475776.45,1314088.4199999997,1262540.205
